time_period,geographic_level,country_name,region_name,la_name,school_type,attendance_perc,authorised_absence_perc,unauthorised_absence_perc
2024,Local authority,England,London,Richmond upon Thames,Primary,96.9955534190602,2.12489484436967,0.879551736570124
2024,Local authority,England,South East,Buckinghamshire,Primary,96.7233788000453,2.37204740322381,0.904573796730924
2024,Local authority,England,London,Bexley,Primary,96.2115736927912,2.41804908930983,1.37037721789894
2024,Local authority,England,South West,Wiltshire,Primary,96.7970856791408,2.50682058317957,0.696093737679582
2024,Local authority,England,London,Hackney,Primary,95.764095388024,2.53702408022856,1.69888053174742
2024,Local authority,England,London,Hillingdon,Primary,95.0954861111111,3.01339285714286,1.89112103174603
2024,Local authority,England,East of England,Bedford,Primary,96.6028065359286,2.17864287487406,1.21855058919732
2024,Local authority,England,South East,Surrey,Primary,96.8303687003797,2.33040106144287,0.839230238177425
2024,Local authority,England,North West,Cheshire East,Primary,96.9668164535085,2.17531345253433,0.857870093957201
2024,Local authority,England,East Midlands,Leicestershire,Primary,96.3314709370026,2.80128622859402,0.86724283440341
2024,Local authority,England,Yorkshire and The Humber,North Lincolnshire,Primary,96.4076575544579,2.10683553119931,1.48550691434279
2024,Local authority,England,London,Haringey,Primary,95.3954094673346,2.51188528780288,2.09270524486249
2024,Local authority,England,North West,Bolton,Primary,96.1890288575459,2.2150772618614,1.59589388059264
2024,Local authority,England,London,Southwark,Primary,95.7202213485868,2.64202269381975,1.63775595759349
2024,Local authority,England,East of England,Thurrock,Primary,95.7852182167075,2.16202189337394,2.05275988991853
2024,Local authority,England,East Midlands,Lincolnshire,Primary,96.6777280856765,2.30217118632116,1.02010072800234
2024,Local authority,England,East of England,Luton,Primary,95.6665814316354,2.37962291326379,1.95379565510079
2024,Local authority,England,West Midlands,Walsall,Primary,95.7055051956666,2.25027636524431,2.0442184390891
2024,Local authority,England,North East,South Tyneside,Primary,96.349389540181,2.68987021401527,0.960740245803722
2024,Local authority,England,London,Wandsworth,Primary,95.8231480497396,2.59893010238424,1.57792184787615
2024,Local authority,England,North East,County Durham,Primary,96.0982156955629,2.28075161850624,1.62103268593084
2024,Local authority,England,North West,Cumberland,Primary,96.6585066600917,2.20144062274352,1.14005271716478
2024,Local authority,England,South West,Cornwall,Primary,96.5306061332056,2.42692860565405,1.04246526114039
2024,Local authority,England,North West,St. Helens,Primary,96.218428687669,1.98818104858263,1.79339026374837
2024,Local authority,England,South East,Oxfordshire,Primary,96.3727445404837,2.64861922626079,0.978636233255563
2024,Local authority,England,Yorkshire and The Humber,Bradford,Primary,96.0653742069203,2.2321630599075,1.70246273317223
2024,Local authority,England,London,Merton,Primary,96.5664519207826,2.25483178239084,1.17871629682653
2024,Local authority,England,North West,Oldham,Primary,96.2782497979971,1.98721872627996,1.73453147572293
2024,Local authority,England,West Midlands,Telford and Wrekin,Primary,96.5421045802517,2.19929933826392,1.25859608148436
2024,Local authority,England,West Midlands,Stoke-on-Trent,Primary,96.0421504211918,1.890417235024,2.06743234378417
2024,Local authority,England,London,Lewisham,Primary,95.5493077885711,2.88108105074721,1.56961116068172
2024,Local authority,England,Yorkshire and The Humber,East Riding of Yorkshire,Primary,96.577812742654,2.2773713678532,1.14481588949283
2024,Local authority,England,South West,North Somerset,Primary,96.7600445715665,2.42020766943228,0.819747759001256
2024,Local authority,England,London,Waltham Forest,Primary,95.4509605981261,2.66727657023881,1.88176283163507
2024,Local authority,England,South West,Torbay,Primary,96.3230283911672,2.50473186119874,1.17223974763407
2024,Local authority,England,South West,"Bristol, City of",Primary,95.3693184779097,2.88770536511477,1.74297615697555
2024,Local authority,England,Yorkshire and The Humber,Leeds,Primary,95.9383200372116,2.10631631605276,1.95536364673565
2024,Local authority,England,South East,Wokingham,Primary,96.8512089652232,2.42935014312686,0.719440891649918
2024,Local authority,England,East Midlands,Nottingham,Primary,95.1218964867242,2.28937400140028,2.58872951187548
2024,Local authority,England,North West,Westmorland and Furness,Primary,96.4365109424144,2.33915721178389,1.2243318458017
2024,Local authority,England,London,Camden,Primary,95.9758473428207,2.87973989446115,1.14441276271821
2024,Local authority,England,West Midlands,Worcestershire,Primary,96.5399306964317,2.47701652045597,0.983052783112289
2024,Local authority,England,South West,Bath and North East Somerset,Primary,96.3331099694736,2.71573226118681,0.951157769339588
2024,Local authority,England,East of England,Central Bedfordshire,Primary,96.6623653500898,2.26548473967684,1.07214991023339
2024,Local authority,England,London,Hounslow,Primary,95.4564118140042,2.72232815303534,1.82126003296042
2024,Local authority,England,Yorkshire and The Humber,York,Primary,96.5191556476608,2.4088983439397,1.07194600839951
2024,Local authority,England,South West,"Bournemouth, Christchurch and Poole",Primary,96.8285648889906,2.3053330281529,0.866102082856489
2024,Local authority,England,North West,Warrington,Primary,96.8141184232228,1.88883391060531,1.29704766617186
2024,Local authority,England,East of England,Norfolk,Primary,96.7396128833053,2.32250718848299,0.93787992821166
2024,Local authority,England,South East,West Berkshire,Primary,96.5961455942986,2.49715490382642,0.906699501874965
2024,Local authority,England,North West,Stockport,Primary,96.565724594107,2.27203848466627,1.1622369212267
2024,Local authority,England,London,Greenwich,Primary,95.8519987139642,2.20447969135141,1.94352159468439
2024,Local authority,England,North West,Rochdale,Primary,96.0517564871339,2.16715420426834,1.78108930859778
2024,Local authority,England,West Midlands,Dudley,Primary,95.8572378907139,2.50199793732504,1.64076417196101
2024,Local authority,England,North East,Gateshead,Primary,96.3785046728972,2.14702937249666,1.47446595460614
2024,Local authority,England,West Midlands,Solihull,Primary,96.4840922197274,2.47911068575846,1.03679709451418
2024,Local authority,England,North West,Halton,Primary,96.2332751599767,2.07727360868722,1.68945123133605
2024,Local authority,England,East of England,Hertfordshire,Primary,96.5586038575559,2.55387432465844,0.887521817785688
2024,Local authority,England,North West,Wigan,Primary,96.4300266415922,2.14386459802539,1.42610876038239
2024,Local authority,England,London,Brent,Primary,95.2153702209395,2.62572957559616,2.15890020346434
2024,Local authority,England,South East,East Sussex,Primary,96.1110269864574,2.53405402558414,1.35491898795847
2024,Local authority,England,South East,Bracknell Forest,Primary,96.6094493541808,2.18024667378848,1.21030397203069
2024,Local authority,England,London,Ealing,Primary,95.5395037719317,2.5850020302182,1.87549419785011
2024,Local authority,England,South East,Portsmouth,Primary,96.1496004854121,2.37734938702108,1.47305012756687
2024,Local authority,England,East Midlands,Rutland,Primary,96.7338337942842,2.61644497124545,0.649721234470345
2024,Local authority,England,South West,Gloucestershire,Primary,96.4097554167684,2.78078224765361,0.809462335577963
2024,Local authority,England,Yorkshire and The Humber,North East Lincolnshire,Primary,96.2796464281573,1.99174047612676,1.72861309571593
2024,Local authority,England,Yorkshire and The Humber,Barnsley,Primary,96.2099125364432,1.93194052962027,1.85814693393659
2024,Local authority,England,London,Kingston upon Thames,Primary,96.7339827060492,2.09084421542368,1.17517307852714
2024,Local authority,England,North East,Middlesbrough,Primary,95.4639283008022,1.98409587764452,2.55197582155331
2024,Local authority,England,London,Kensington and Chelsea,Primary,95.442144424306,3.04683773728894,1.51101783840504
2024,Local authority,England,Yorkshire and The Humber,Sheffield,Primary,95.5810116564499,2.19688535365052,2.22210298989953
2024,Local authority,England,South East,Kent,Primary,96.1850552393334,2.58681756435792,1.22812719630867
2024,Local authority,England,East Midlands,Nottinghamshire,Primary,96.5273538972561,2.19544480247562,1.27720130026829
2024,Local authority,England,South East,West Sussex,Primary,96.5438144614806,2.59835730314721,0.857828235372149
2024,Local authority,England,West Midlands,Coventry,Primary,95.3878383264559,2.47885517894352,2.13330649460057
2024,Local authority,England,North East,Newcastle upon Tyne,Primary,95.8022156539789,2.07576543850545,2.12201890751562
2024,Local authority,England,North West,Blackburn with Darwen,Primary,96.4217991212518,2.25622446619903,1.32197641254914
2024,Local authority,England,South East,Milton Keynes,Primary,95.9594869789208,2.71120761349895,1.32930540758023
2024,Local authority,England,South East,Brighton and Hove,Primary,95.9127761472878,3.00389690966001,1.08332694305214
2024,Local authority,England,London,Havering,Primary,96.5038101692271,2.28805171884218,1.20813811193073
2024,Local authority,England,London,Islington,Primary,94.8217632262009,2.69785434392632,2.48038242987282
2024,Local authority,England,West Midlands,Wolverhampton,Primary,95.6912742152944,2.46185869385245,1.84686709085318
2024,Local authority,England,London,Barnet,Primary,96.3090188022975,2.60996776379101,1.08101343391146
2024,Local authority,England,South East,Slough,Primary,94.2005765038116,4.17453140775207,1.62489208843627
2024,Local authority,England,London,Harrow,Primary,95.3904982879798,3.05404126869706,1.55546044332312
2024,Local authority,England,South West,Devon,Primary,96.7505492882943,2.50281530911102,0.746635402594712
2024,Local authority,England,South West,Somerset,Primary,96.2936008412561,2.59592878927584,1.11047036946808
2024,Local authority,England,Yorkshire and The Humber,Calderdale,Primary,96.398644421989,2.34270276958611,1.25865280842493
2024,Local authority,England,London,Barking and Dagenham,Primary,95.4620869718987,2.65513421300366,1.8827788150976
2024,Local authority,England,London,Bromley,Primary,96.0601889210614,2.76606670492843,1.17374437401019
2024,Local authority,England,East of England,Southend-on-Sea,Primary,96.3841719283109,2.39538805443351,1.22044001725558
2024,Local authority,England,South East,Windsor and Maidenhead,Primary,95.9942707089998,2.94939126283122,1.05633802816901
2024,Local authority,England,North East,Stockton-on-Tees,Primary,96.2165720514744,2.14901538853575,1.63441255998981
2024,Local authority,England,Yorkshire and The Humber,Kirklees,Primary,96.4241348114341,2.2856776353988,1.29018755316707
2024,Local authority,England,London,Lambeth,Primary,95.2345386011448,2.70277816557308,2.06268323328214
2024,Local authority,England,North West,Knowsley,Primary,95.5175217075449,2.18632165219497,2.29615664026014
2024,Local authority,England,South East,Reading,Primary,94.8781245837588,2.97296097322737,2.14891444301381
2024,Local authority,England,North West,Bury,Primary,96.3285487620383,2.6168776059924,1.0545736319693
2024,Local authority,England,North West,Blackpool,Primary,95.4907446112951,2.11260812244767,2.39664726625722
2024,Local authority,England,London,Westminster,Primary,94.4616147425833,3.04602925378068,2.49235600363606
2024,Local authority,England,Yorkshire and The Humber,North Yorkshire,Primary,96.5823234115917,2.38521823887678,1.03245834953152
2024,Local authority,England,West Midlands,Birmingham,Primary,95.4082640250991,2.40948037899972,2.1822555959012
2024,Local authority,England,East of England,Suffolk,Primary,96.5016038927497,2.35266541364806,1.14573069360223
2024,Local authority,England,Yorkshire and The Humber,Doncaster,Primary,95.8205823605945,2.15728133990581,2.02213629949973
2024,Local authority,England,North West,Sefton,Primary,96.0905072048054,2.47078144861022,1.43871134658433
2024,Local authority,England,London,Croydon,Primary,95.1798785535785,2.53250828831396,2.28761315810753
2024,Local authority,England,East Midlands,North Northamptonshire,Primary,96.3268474352684,2.36243273461443,1.3107198301172
2024,Local authority,England,West Midlands,Shropshire,Primary,96.3570804070927,2.66347423098682,0.97944536192049
2024,Local authority,England,South West,Swindon,Primary,96.2900635348024,2.65003897116134,1.05989749403623
2024,Local authority,England,North East,Redcar and Cleveland,Primary,95.754409616897,2.08291203235592,2.16267835074711
2024,Local authority,England,South West,Plymouth,Primary,96.1322441411776,2.59395486313863,1.27380099568377
2024,Local authority,England,London,City of London,Primary,c,c,c
2024,Local authority,England,London,Newham,Primary,94.1927217600751,2.34361172459965,3.46366651532524
2024,Local authority,England,London,Tower Hamlets,Primary,95.3347064881565,2.98064935768876,1.6846441541547
2024,Local authority,England,East of England,Peterborough,Primary,96.5917607249109,2.12113642041196,1.28710285467717
2024,Local authority,England,North East,Hartlepool,Primary,95.6553077937613,2.36941385762046,1.97527834861823
2024,Local authority,England,East Midlands,West Northamptonshire,Primary,96.5363341988801,2.23904787577072,1.22461792534915
2024,Local authority,England,South West,Dorset,Primary,96.6374563427447,2.34123719051537,1.02130646673993
2024,Local authority,England,North West,Lancashire,Primary,96.6739766081871,2.24623368575965,1.07978970605321
2024,Local authority,England,West Midlands,Sandwell,Primary,95.7119989823286,2.40884243407221,1.87915858359924
2024,Local authority,England,South West,South Gloucestershire,Primary,96.0962009406625,2.84493034808501,1.05886871125254
2024,Local authority,England,South East,Medway,Primary,95.7377599535441,2.55008529016804,1.71215475628788
2024,Local authority,England,North West,Liverpool,Primary,96.0940606586415,1.85084770270759,2.05509163865091
2024,Local authority,England,East Midlands,Leicester,Primary,94.9121369389056,3.24428662478376,1.84357643631066
2024,Local authority,England,London,Hammersmith and Fulham,Primary,95.1649420098618,2.73213417598444,2.10292381415376
2024,Local authority,England,London,Sutton,Primary,96.4891652384179,2.4512734664594,1.0595612951227
2024,Local authority,England,North West,Salford,Primary,95.6335908819261,2.40758131990096,1.95882779817297
2024,Local authority,England,Yorkshire and The Humber,Wakefield,Primary,96.0767677250511,2.47288313157507,1.45034914337384
2024,Local authority,England,London,Enfield,Primary,95.6439761661295,2.47917125093303,1.87685258293747
2024,Local authority,England,South East,Hampshire,Primary,96.813829528334,2.52795030352835,0.658220168137616
2024,Local authority,England,East Midlands,Derby,Primary,96.0589272223621,2.13145303450013,1.80961974313775
2024,Local authority,England,East of England,Essex,Primary,96.517299311713,2.46311068070032,1.01959000758664
2024,Regional,England,East Midlands,,Primary,96.3227163036799,2.3858456613651,1.291438034955
2024,Regional,England,South West,,Primary,96.4147130584885,2.5849988500051,1.0002880915064
2024,Regional,England,North East,,Primary,96.1036350614118,2.16168730879768,1.73467762979054
2024,Regional,England,London,,Primary,95.6109424546572,2.61136632893498,1.77769121640778
2024,Regional,England,North West,,Primary,96.3267283186372,2.22121471044693,1.45205697091585
2024,Regional,England,East of England,,Primary,96.511790554235,2.40580687888586,1.08240256687911
2024,Regional,England,West Midlands,,Primary,96.0359867639548,2.40615907272446,1.55785416332076
2024,Regional,England,Yorkshire and The Humber,,Primary,96.0870694598248,2.22048514355427,1.6924453966209
2024,Regional,England,South East,,Primary,96.3423537481148,2.58753560635002,1.0701106455352
2024,National,England,,,Primary,96.1865540283044,2.42444750136364,1.38899847033196
2024,Local authority,England,London,Harrow,Secondary,95.1248115262188,2.84950505146154,2.02568342231967
2024,Local authority,England,South West,"Bournemouth, Christchurch and Poole",Secondary,94.9231521520274,3.27574139236987,1.80110645560275
2024,Local authority,England,East of England,Thurrock,Secondary,94.9076287152377,2.34138477256324,2.75098651219901
2024,Local authority,England,South East,Bracknell Forest,Secondary,94.7352138062763,3.79053845015671,1.47424774356698
2024,Local authority,England,North East,Newcastle upon Tyne,Secondary,93.1003612083383,2.68637044681658,4.21326834484517
2024,Local authority,England,London,Bromley,Secondary,95.2220219564149,2.8843738052324,1.89360423835272
2024,Local authority,England,London,Newham,Secondary,94.396989451615,2.45815042914237,3.14486011924261
2024,Local authority,England,West Midlands,Worcestershire,Secondary,94.67949253826,3.7085294736569,1.61197798808312
2024,Local authority,England,East Midlands,Derby,Secondary,94.1808395151076,2.88922561968518,2.92993486520716
2024,Local authority,England,Yorkshire and The Humber,North East Lincolnshire,Secondary,93.3394272464802,3.31969634476685,3.34087640875294
2024,Local authority,England,South East,Reading,Secondary,94.3553591214036,2.96721091914137,2.67742995945502
2024,Local authority,England,East Midlands,Leicester,Secondary,93.6976884300136,3.4580358806982,2.84427568928824
2024,Local authority,England,London,Bexley,Secondary,95.2251153215661,2.93736418741184,1.83752049102207
2024,Local authority,England,London,Hillingdon,Secondary,94.5487995384305,3.28378356312017,2.16741689844928
2024,Local authority,England,Yorkshire and The Humber,Barnsley,Secondary,93.6942599795897,3.18725688846819,3.11848313194208
2024,Local authority,England,South West,Plymouth,Secondary,92.8603363709285,4.12508054229621,3.01458308677528
2024,Local authority,England,North East,North Tyneside,Secondary,94.9610097274701,2.92869201704317,2.11029825548678
2024,Local authority,England,South East,Buckinghamshire,Secondary,95.0634020884323,3.45170613943304,1.48489177213462
2024,Local authority,England,South East,Isle of Wight,Secondary,93.1327685852268,5.27274166732642,1.59448974744676
2024,Local authority,England,London,Hammersmith and Fulham,Secondary,95.3014423856086,2.3688617578737,2.32969585651775
2024,Local authority,England,South East,Medway,Secondary,94.4197998097365,3.18174297886421,2.39845721139926
2024,Local authority,England,South East,Windsor and Maidenhead,Secondary,94.9861365524559,3.39128955086434,1.62257389667978
2024,Local authority,England,London,Wandsworth,Secondary,94.9209279428958,2.86136237769983,2.21770967940434
2024,Local authority,England,North West,Halton,Secondary,93.8822459059007,2.82167923056927,3.29607486353002
2024,Local authority,England,Yorkshire and The Humber,Calderdale,Secondary,95.0331304570789,2.96959555201684,1.99727399090431
2024,Local authority,England,South East,West Berkshire,Secondary,95.0382385592698,3.4640845359977,1.49767690473254
2024,Local authority,England,London,Kensington and Chelsea,Secondary,94.0015748760943,2.81393302144611,3.18449210245959
2024,Local authority,England,North East,South Tyneside,Secondary,93.5660310289076,4.34588173239001,2.08808723870243
2024,Local authority,England,East Midlands,Derbyshire,Secondary,94.9362784667694,2.95736405665223,2.10635747657836
2024,Local authority,England,North West,Bolton,Secondary,94.747979357636,2.95402596790537,2.29799467445861
2024,Local authority,England,London,Barnet,Secondary,95.1429603012224,2.96623282843045,1.89080687034713
2024,Local authority,England,North East,Darlington,Secondary,94.4217140916179,3.28089054949127,2.29739535889083
2024,Local authority,England,South East,Wokingham,Secondary,96.0566504414263,2.72161536497989,1.22173419359382
2024,Local authority,England,London,Barking and Dagenham,Secondary,94.9686096152236,2.42138452523787,2.61000585953849
2024,Local authority,England,North West,Stockport,Secondary,94.1658305093302,3.39132794406265,2.44284154660709
2024,Local authority,England,Yorkshire and The Humber,Leeds,Secondary,93.8544226730985,2.75160540807552,3.39397191882601
2024,Local authority,England,Yorkshire and The Humber,Kirklees,Secondary,95.0572689830596,2.92112482346069,2.02160619347969
2024,Local authority,England,Yorkshire and The Humber,Rotherham,Secondary,92.7560064189438,3.30303425515869,3.94095932589749
2024,Local authority,England,South West,Devon,Secondary,93.4706657349968,4.24425396181932,2.28508030318386
2024,Local authority,England,North East,Sunderland,Secondary,94.2235131246777,2.22115149705475,3.5553353782676
2024,Local authority,England,North East,County Durham,Secondary,94.1923390875835,3.3097016053451,2.49795930707138
2024,Local authority,England,South East,West Sussex,Secondary,94.6832343943282,3.53264772783305,1.78411787783873
2024,Local authority,England,London,Islington,Secondary,93.2552204812996,2.82907554262821,3.91570397607222
2024,Local authority,England,North East,Middlesbrough,Secondary,92.3309557774608,2.97631954350927,4.69272467902996
2024,Local authority,England,West Midlands,Wolverhampton,Secondary,94.8178739748891,2.29121975488282,2.89090627022805
2024,Local authority,England,North West,Warrington,Secondary,95.2237791681132,2.80250260380118,1.9737182280856
2024,Local authority,England,South West,"Bristol, City of",Secondary,93.0449438202247,4.01310861423221,2.94194756554307
2024,Local authority,England,East of England,Norfolk,Secondary,94.3374417128221,3.82166860045097,1.84088968672694
2024,Local authority,England,East of England,Southend-on-Sea,Secondary,95.2100869625834,2.67684425158153,2.11306878583503
2024,Local authority,England,North West,Cheshire East,Secondary,95.1290793960058,3.55577204091573,1.31514856307842
2024,Local authority,England,West Midlands,Dudley,Secondary,94.3063832568882,3.36049767396254,2.33311906914923
2024,Local authority,England,South East,Southampton,Secondary,92.8560260295289,3.7778555420709,3.36611842840018
2024,Local authority,England,North West,Cumberland,Secondary,94.6079650478911,3.46093093597715,1.93110401613174
2024,Local authority,England,North West,Blackpool,Secondary,93.2240819789128,2.68505177544672,4.09086624564049
2024,Local authority,England,London,Hackney,Secondary,94.9026768065932,2.55536198867634,2.54196120473048
2024,Local authority,England,West Midlands,Sandwell,Secondary,94.2037766333434,2.7319162543337,3.06430711232287
2024,Local authority,England,North West,Bury,Secondary,94.6634446397188,3.08435852372583,2.25219683655536
2024,Local authority,England,South East,Slough,Secondary,94.6996684401264,3.29863520703215,2.00169635284139
2024,Local authority,England,London,Lambeth,Secondary,94.1842100841748,3.02340429106672,2.79238562475848
2024,Local authority,England,London,Greenwich,Secondary,94.2886181380994,2.71687262180687,2.9945092400937
2024,Local authority,England,South East,Kent,Secondary,94.7103390629688,3.28368125509023,2.00597968194093
2024,Local authority,England,West Midlands,"Herefordshire, County of",Secondary,94.7688810037289,4.02320220123448,1.2079167950366
2024,Local authority,England,South West,Cornwall,Secondary,93.8935171782803,3.94208741212505,2.16439540959468
2024,Local authority,England,North East,Redcar and Cleveland,Secondary,93.4859691235424,3.23995662186697,3.27407425459065
2024,Local authority,England,South West,Gloucestershire,Secondary,94.8492234141654,3.59233198385311,1.55844460198145
2024,Local authority,England,London,Havering,Secondary,95.2480377865341,2.88173247694041,1.8702297365255
2024,Local authority,England,East of England,Hertfordshire,Secondary,95.2374573876004,3.34844720080905,1.41409541159057
2024,Local authority,England,London,Lewisham,Secondary,95.2851458361351,2.36850224272006,2.34635192114486
2024,Local authority,England,London,Hounslow,Secondary,94.9503419565864,2.85994647636039,2.18971156705323
2024,Local authority,England,East Midlands,Nottinghamshire,Secondary,94.2933229082593,3.39340361850955,2.3132734732311
2024,Local authority,England,South East,Hampshire,Secondary,94.1367624271206,4.08626244384246,1.77697512903693
2024,Local authority,England,West Midlands,Telford and Wrekin,Secondary,94.8248012417956,2.70736646364045,2.46783229456399
2024,Local authority,England,London,Sutton,Secondary,96.1132661435547,2.58013473380921,1.30659912263611
2024,Local authority,England,North West,Lancashire,Secondary,94.5122864417128,3.51096736287916,1.97674619540799
2024,Local authority,England,Yorkshire and The Humber,Sheffield,Secondary,93.1338079895014,2.7702422574569,4.09594975304168
2024,Local authority,England,East of England,Luton,Secondary,95.3604133015731,2.57559283258647,2.0639938658404
2024,Local authority,England,South East,Oxfordshire,Secondary,93.3718030918287,4.20004274417611,2.42815416399516
2024,Local authority,England,West Midlands,Solihull,Secondary,94.8757014326468,3.22455249380858,1.89974607354463
2024,Local authority,England,East Midlands,Leicestershire,Secondary,93.6529260764905,4.4433013374352,1.90377258607429
2024,Local authority,England,London,Haringey,Secondary,94.1161196088773,3.04458960522579,2.83929078589686
2024,Local authority,England,North West,Sefton,Secondary,93.6980771415777,3.44938210545311,2.85254075296917
2024,Local authority,England,Yorkshire and The Humber,Wakefield,Secondary,93.5007141538491,3.51927243754797,2.98001340860288
2024,Local authority,England,London,Croydon,Secondary,94.1265128507321,3.16225465754046,2.71123249172748
2024,Local authority,England,Yorkshire and The Humber,Bradford,Secondary,92.7123876354834,3.17653298519032,4.11107937932629
2024,Local authority,England,South East,Portsmouth,Secondary,93.533528213305,3.82082853515221,2.6456432515428
2024,Local authority,England,South West,Torbay,Secondary,93.8633090868811,3.77604647441815,2.36064443870078
2024,Local authority,England,East of England,Bedford,Secondary,94.1710284213723,3.54775898104646,2.28121259758124
2024,Local authority,England,London,Ealing,Secondary,94.3959569943673,2.99437810110761,2.60966490452511
2024,Local authority,England,South West,South Gloucestershire,Secondary,94.273320920694,3.76629158908767,1.9603874902183
2024,Local authority,England,London,Westminster,Secondary,94.4048057947128,2.55036759124721,3.04482661404003
2024,Local authority,England,East of England,Cambridgeshire,Secondary,94.5512275657002,3.89144521694533,1.55732721735447
2024,Local authority,England,North West,Blackburn with Darwen,Secondary,95.0478208987123,2.91823249683866,2.03394660444904
2024,Local authority,England,South East,Surrey,Secondary,95.3655672086916,3.13881384543216,1.49561894587626
2024,Local authority,England,East of England,Essex,Secondary,94.4595373443102,3.29003646158793,2.25042619410184
2024,Local authority,England,North West,Westmorland and Furness,Secondary,94.8634168608702,3.50447268737637,1.63211045175344
2024,Local authority,England,London,Waltham Forest,Secondary,93.8206619965436,2.73545203889131,3.44388596456511
2024,Local authority,England,North West,Knowsley,Secondary,91.826906772476,2.72323396751111,5.44985926001289
2024,Local authority,England,West Midlands,Stoke-on-Trent,Secondary,93.6672270694479,2.82881577810708,3.50395715244506
2024,Local authority,England,South West,Swindon,Secondary,93.6644571910723,3.44726871496142,2.88827409396627
2024,Local authority,England,South West,North Somerset,Secondary,94.2874819550423,3.92626552659549,1.78625251836223
2024,Local authority,England,South East,East Sussex,Secondary,93.5997058371073,3.99033464781123,2.40995951508148
2024,Local authority,England,Yorkshire and The Humber,Doncaster,Secondary,94.2143668643067,2.63224829161038,3.15338484408295
2024,Local authority,England,North West,Manchester,Secondary,94.3331622786799,2.53943679530556,3.12740092601451
2024,Local authority,England,London,Merton,Secondary,95.437766102002,2.56137331280007,2.00086058519793
2024,Local authority,England,London,Southwark,Secondary,94.7768194032061,2.60594819135206,2.61723240544181
2024,Local authority,England,East of England,Peterborough,Secondary,94.2696918039884,3.2395757231377,2.49073247287388
2024,Local authority,England,North West,Trafford,Secondary,96.2419389416475,2.60155629848948,1.15650475986303
2024,Local authority,England,Yorkshire and The Humber,North Yorkshire,Secondary,94.1827737952697,3.82497006639817,1.99225613833212
2024,Local authority,England,West Midlands,Shropshire,Secondary,94.6173136467156,3.79039893548965,1.59228741779472
2024,Local authority,England,South East,Milton Keynes,Secondary,94.4217376639352,3.24398325430051,2.33427908176425
2024,Local authority,England,East Midlands,Rutland,Secondary,94.8669657226997,3.18802862719584,1.94500565010444
2024,Local authority,England,West Midlands,Warwickshire,Secondary,94.1062397585674,3.88850248152121,2.00525775991135
2024,Local authority,England,East Midlands,West Northamptonshire,Secondary,94.3040632700162,3.26013030114952,2.43580642883424
2024,Local authority,England,London,Brent,Secondary,95.0333589183445,2.58428293086143,2.38235815079412
2024,Local authority,England,North West,Rochdale,Secondary,93.7294255438587,2.89619039038623,3.3743840657551
2024,Local authority,England,Yorkshire and The Humber,York,Secondary,93.6539389521453,3.73309787574821,2.61296317210649
2024,Local authority,England,West Midlands,Birmingham,Secondary,94.6529913445991,2.56333026853936,2.78367838686155
2024,Local authority,England,London,Tower Hamlets,Secondary,95.5658980018587,2.57899628252788,1.85510571561338
2024,Local authority,England,North East,Hartlepool,Secondary,93.4087266251113,2.45057880676759,4.1406945681211
2024,Local authority,England,West Midlands,Coventry,Secondary,93.586117835471,3.01786185413359,3.39602031039542
2024,Local authority,England,North West,Wigan,Secondary,94.5858701426061,3.04978956400932,2.36434029338455
2024,Local authority,England,East Midlands,Nottingham,Secondary,93.718929150304,2.68582679735007,3.59524405234588
